patch_id,sample_id,resolution_um,radius,center_x,center_y,n_bins,similarity
GSM7780153_r3_p1,GSM7780153,160,3,3.0,4.0,29,0.9729783
GSM7780153_r3_p0,GSM7780153,160,3,3.0,3.0,29,0.96933466
GSM7780153_r3_p29,GSM7780153,160,3,4.0,3.0,29,0.9688769
GSM7780153_r3_p60,GSM7780153,160,3,5.0,5.0,29,0.9596671
GSM7780153_r3_p59,GSM7780153,160,3,5.0,4.0,29,0.959435
GSM7780153_r3_p30,GSM7780153,160,3,4.0,4.0,29,0.9549488
GSM7780153_r3_p61,GSM7780153,160,3,5.0,6.0,29,0.9509543
GSM7780153_r3_p88,GSM7780153,160,3,6.0,4.0,29,0.9504262
GSM7780153_r3_p118,GSM7780153,160,3,7.0,5.0,29,0.94640803
GSM7780153_r3_p469,GSM7780153,160,3,19.0,8.0,29,0.9399809
GSM7780153_r3_p498,GSM7780153,160,3,20.0,8.0,29,0.9392613
GSM7780154_r3_p149,GSM7780154,160,3,8.0,7.0,29,0.936591
GSM7780154_r3_p151,GSM7780154,160,3,8.0,9.0,29,0.93632084
GSM7780153_r3_p31,GSM7780153,160,3,4.0,5.0,29,0.93613756
GSM7780153_r3_p211,GSM7780153,160,3,10.0,11.0,29,0.9349046
GSM7780153_r3_p116,GSM7780153,160,3,7.0,3.0,29,0.9342158
GSM7780153_r3_p265,GSM7780153,160,3,12.0,7.0,29,0.9339405
GSM7780153_r3_p497,GSM7780153,160,3,20.0,7.0,29,0.93360454
GSM7780153_r3_p103,GSM7780153,160,3,6.0,19.0,29,0.93325514
GSM7780153_r3_p183,GSM7780153,160,3,9.0,12.0,29,0.9331954
GSM7780153_r3_p95,GSM7780153,160,3,6.0,11.0,29,0.93309957
GSM7780154_r3_p179,GSM7780154,160,3,9.0,8.0,29,0.9320854
GSM7780154_r3_p120,GSM7780154,160,3,7.0,7.0,29,0.93181294
GSM7780153_r3_p439,GSM7780153,160,3,18.0,7.0,29,0.9314168
