patch_id,sample_id,resolution_um,radius,center_x,center_y,n_bins,similarity
GSM7780154_r3_p117,GSM7780154,160,3,7.0,4.0,29,0.85748744
GSM7780153_r3_p73,GSM7780153,160,3,5.0,18.0,29,0.85623014
GSM7780154_r3_p152,GSM7780154,160,3,8.0,10.0,29,0.8556073
GSM7780154_r3_p122,GSM7780154,160,3,7.0,9.0,29,0.85531527
GSM7780154_r3_p64,GSM7780154,160,3,5.0,9.0,29,0.8553003
GSM7780153_r3_p185,GSM7780153,160,3,9.0,14.0,29,0.85481787
GSM7780153_r3_p121,GSM7780153,160,3,7.0,8.0,29,0.85459757
GSM7780153_r3_p582,GSM7780153,160,3,23.0,5.0,29,0.8545093
GSM7780154_r3_p154,GSM7780154,160,3,8.0,12.0,29,0.8529484
GSM7780154_r3_p126,GSM7780154,160,3,7.0,13.0,29,0.8522513
GSM7780153_r3_p107,GSM7780153,160,3,6.0,23.0,29,0.85221344
GSM7780153_r3_p39,GSM7780153,160,3,4.0,13.0,29,0.85179645
GSM7780153_r3_p127,GSM7780153,160,3,7.0,14.0,29,0.85114354
GSM7780153_r3_p145,GSM7780153,160,3,8.0,3.0,29,0.85038924
GSM7780153_r3_p99,GSM7780153,160,3,6.0,15.0,29,0.8502464
GSM7780154_r3_p89,GSM7780154,160,3,6.0,5.0,29,0.84937274
GSM7780153_r3_p105,GSM7780153,160,3,6.0,21.0,29,0.8484541
GSM7780153_r3_p292,GSM7780153,160,3,13.0,5.0,29,0.8479573
GSM7780153_r3_p109,GSM7780153,160,3,6.0,25.0,29,0.8476136
GSM7780153_r3_p175,GSM7780153,160,3,9.0,4.0,29,0.84734654
GSM7780153_r3_p153,GSM7780153,160,3,8.0,11.0,29,0.84665245
GSM7780153_r3_p95,GSM7780153,160,3,6.0,11.0,29,0.84531236
GSM7780153_r3_p441,GSM7780153,160,3,18.0,9.0,29,0.84488964
GSM7780153_r3_p126,GSM7780153,160,3,7.0,13.0,29,0.8448076
GSM7780153_r3_p139,GSM7780153,160,3,7.0,26.0,29,0.8447468
GSM7780153_r3_p156,GSM7780153,160,3,8.0,14.0,29,0.8447385
GSM7780154_r3_p36,GSM7780154,160,3,4.0,10.0,29,0.84412265
GSM7780154_r3_p62,GSM7780154,160,3,5.0,7.0,29,0.8436887
GSM7780154_r3_p119,GSM7780154,160,3,7.0,6.0,29,0.84281725
GSM7780153_r3_p266,GSM7780153,160,3,12.0,8.0,29,0.84257764
GSM7780153_r3_p151,GSM7780153,160,3,8.0,9.0,29,0.8420413
GSM7780153_r3_p178,GSM7780153,160,3,9.0,7.0,29,0.8419337
GSM7780153_r3_p322,GSM7780153,160,3,14.0,6.0,29,0.84109807
GSM7780153_r3_p436,GSM7780153,160,3,18.0,4.0,29,0.84099096
GSM7780154_r3_p156,GSM7780154,160,3,8.0,14.0,29,0.8403151
GSM7780153_r3_p183,GSM7780153,160,3,9.0,12.0,29,0.8403046
GSM7780154_r3_p87,GSM7780154,160,3,6.0,3.0,29,0.8402686
GSM7780153_r3_p181,GSM7780153,160,3,9.0,10.0,29,0.83916074
GSM7780153_r3_p382,GSM7780153,160,3,16.0,8.0,29,0.8384894
GSM7780154_r3_p149,GSM7780154,160,3,8.0,7.0,29,0.8381397
GSM7780153_r3_p101,GSM7780153,160,3,6.0,17.0,29,0.83756274
GSM7780153_r3_p41,GSM7780153,160,3,4.0,15.0,29,0.83751136
GSM7780153_r3_p354,GSM7780153,160,3,15.0,9.0,29,0.8372321
GSM7780153_r3_p182,GSM7780153,160,3,9.0,11.0,29,0.83709556
GSM7780153_r3_p125,GSM7780153,160,3,7.0,12.0,29,0.83667535
GSM7780153_r3_p72,GSM7780153,160,3,5.0,17.0,29,0.83646476
GSM7780153_r3_p180,GSM7780153,160,3,9.0,9.0,29,0.8363099
GSM7780154_r3_p38,GSM7780154,160,3,4.0,12.0,29,0.8362498
GSM7780153_r3_p239,GSM7780153,160,3,11.0,10.0,29,0.83596253
GSM7780153_r3_p67,GSM7780153,160,3,5.0,12.0,29,0.8345546
GSM7780153_r3_p149,GSM7780153,160,3,8.0,7.0,29,0.8344012
GSM7780153_r3_p206,GSM7780153,160,3,10.0,6.0,29,0.8338287
GSM7780153_r3_p62,GSM7780153,160,3,5.0,7.0,29,0.83376074
GSM7780153_r3_p65,GSM7780153,160,3,5.0,10.0,29,0.8332379
GSM7780153_r3_p77,GSM7780153,160,3,5.0,22.0,29,0.8331344
GSM7780153_r3_p137,GSM7780153,160,3,7.0,24.0,29,0.8330297
GSM7780153_r3_p238,GSM7780153,160,3,11.0,9.0,29,0.8329791
GSM7780153_r3_p205,GSM7780153,160,3,10.0,5.0,29,0.8325413
GSM7780153_r3_p120,GSM7780153,160,3,7.0,7.0,29,0.83242726
GSM7780154_r3_p147,GSM7780154,160,3,8.0,5.0,29,0.83236074
GSM7780153_r3_p269,GSM7780153,160,3,12.0,11.0,29,0.8322101
GSM7780154_r3_p177,GSM7780154,160,3,9.0,6.0,29,0.83183455
GSM7780153_r3_p412,GSM7780153,160,3,17.0,9.0,29,0.8314884
GSM7780153_r3_p294,GSM7780153,160,3,13.0,7.0,29,0.8314172
GSM7780153_r3_p264,GSM7780153,160,3,12.0,6.0,29,0.8313241
GSM7780153_r3_p295,GSM7780153,160,3,13.0,8.0,29,0.8308319
GSM7780153_r3_p11,GSM7780153,160,3,3.0,14.0,29,0.8303643
GSM7780153_r3_p298,GSM7780153,160,3,13.0,11.0,29,0.83010006
GSM7780153_r3_p198,GSM7780153,160,3,9.0,27.0,29,0.8291261
GSM7780153_r3_p157,GSM7780153,160,3,8.0,15.0,29,0.8288905
GSM7780154_r3_p148,GSM7780154,160,3,8.0,6.0,29,0.8286558
GSM7780154_r3_p175,GSM7780154,160,3,9.0,4.0,29,0.82825327
