patch_id,sample_id,resolution_um,radius,center_x,center_y,n_bins,similarity
GSM7780153_r3_p291,GSM7780153,160,3,13.0,4.0,29,0.8922575
GSM7780153_r3_p380,GSM7780153,160,3,16.0,6.0,29,0.8919918
GSM7780153_r3_p349,GSM7780153,160,3,15.0,4.0,29,0.89050967
GSM7780153_r3_p320,GSM7780153,160,3,14.0,4.0,29,0.88969386
GSM7780153_r3_p232,GSM7780153,160,3,11.0,3.0,29,0.8895597
GSM7780153_r3_p269,GSM7780153,160,3,12.0,11.0,29,0.88949436
GSM7780153_r3_p170,GSM7780153,160,3,8.0,28.0,29,0.8893057
GSM7780153_r3_p557,GSM7780153,160,3,22.0,9.0,29,0.888673
GSM7780153_r3_p351,GSM7780153,160,3,15.0,6.0,29,0.88833416
GSM7780153_r3_p94,GSM7780153,160,3,6.0,10.0,29,0.8882015
GSM7780153_r3_p140,GSM7780153,160,3,7.0,27.0,29,0.88786745
GSM7780154_r3_p216,GSM7780154,160,3,10.0,16.0,29,0.88767016
GSM7780153_r3_p212,GSM7780153,160,3,10.0,12.0,29,0.88755435
GSM7780153_r3_p354,GSM7780153,160,3,15.0,9.0,29,0.8871854
GSM7780153_r3_p96,GSM7780153,160,3,6.0,12.0,29,0.88688725
GSM7780153_r3_p410,GSM7780153,160,3,17.0,7.0,29,0.88611215
GSM7780153_r3_p169,GSM7780153,160,3,8.0,27.0,29,0.88522667
GSM7780153_r3_p353,GSM7780153,160,3,15.0,8.0,29,0.8849984
GSM7780153_r3_p297,GSM7780153,160,3,13.0,10.0,29,0.88499594
GSM7780153_r3_p499,GSM7780153,160,3,20.0,9.0,29,0.8849627
GSM7780153_r3_p530,GSM7780153,160,3,21.0,11.0,29,0.8849176
GSM7780153_r3_p143,GSM7780153,160,3,7.0,30.0,29,0.884894
GSM7780153_r3_p556,GSM7780153,160,3,22.0,8.0,29,0.884649
GSM7780154_r3_p179,GSM7780154,160,3,9.0,8.0,29,0.88453156
GSM7780153_r3_p183,GSM7780153,160,3,9.0,12.0,29,0.8829807
GSM7780153_r3_p237,GSM7780153,160,3,11.0,8.0,29,0.8828871
GSM7780153_r3_p105,GSM7780153,160,3,6.0,21.0,29,0.88244605
GSM7780154_r3_p149,GSM7780154,160,3,8.0,7.0,29,0.88212323
GSM7780153_r3_p207,GSM7780153,160,3,10.0,7.0,29,0.88200134
GSM7780153_r3_p239,GSM7780153,160,3,11.0,10.0,29,0.88148975
GSM7780154_r3_p64,GSM7780154,160,3,5.0,9.0,29,0.8808329
GSM7780153_r3_p294,GSM7780153,160,3,13.0,7.0,29,0.8807316
GSM7780153_r3_p113,GSM7780153,160,3,6.0,29.0,29,0.8806811
GSM7780153_r3_p135,GSM7780153,160,3,7.0,22.0,29,0.8806674
GSM7780153_r3_p241,GSM7780153,160,3,11.0,12.0,29,0.8806208
GSM7780153_r3_p555,GSM7780153,160,3,22.0,7.0,29,0.8804289
GSM7780153_r3_p100,GSM7780153,160,3,6.0,16.0,29,0.8803659
GSM7780153_r3_p323,GSM7780153,160,3,14.0,7.0,29,0.8800968
GSM7780153_r3_p319,GSM7780153,160,3,14.0,3.0,29,0.87999153
GSM7780153_r3_p326,GSM7780153,160,3,14.0,10.0,29,0.87937254
GSM7780153_r3_p348,GSM7780153,160,3,15.0,3.0,28,0.8791105
GSM7780154_r3_p189,GSM7780154,160,3,9.0,18.0,29,0.87910664
GSM7780153_r3_p350,GSM7780153,160,3,15.0,5.0,29,0.87815154
GSM7780153_r3_p525,GSM7780153,160,3,21.0,6.0,29,0.87708545
