patch_id,sample_id,resolution_um,radius,center_x,center_y,n_bins,similarity
GSM7780154_r3_p121,GSM7780154,160,3,7.0,8.0,29,0.9707066
GSM7780154_r3_p174,GSM7780154,160,3,9.0,3.0,29,0.9622752
GSM7780153_r3_p98,GSM7780153,160,3,6.0,14.0,29,0.95939136
GSM7780153_r3_p102,GSM7780153,160,3,6.0,18.0,29,0.95879656
GSM7780154_r3_p119,GSM7780154,160,3,7.0,6.0,29,0.9584222
GSM7780153_r3_p74,GSM7780153,160,3,5.0,19.0,29,0.9571853
GSM7780154_r3_p123,GSM7780154,160,3,7.0,10.0,29,0.9566221
GSM7780153_r3_p76,GSM7780153,160,3,5.0,21.0,29,0.95644855
GSM7780153_r3_p126,GSM7780153,160,3,7.0,13.0,29,0.9560627
GSM7780153_r3_p127,GSM7780153,160,3,7.0,14.0,29,0.95604783
GSM7780154_r3_p95,GSM7780154,160,3,6.0,11.0,29,0.95531857
GSM7780153_r3_p155,GSM7780153,160,3,8.0,13.0,29,0.95491016
GSM7780153_r3_p101,GSM7780153,160,3,6.0,17.0,29,0.9525743
GSM7780153_r3_p154,GSM7780153,160,3,8.0,12.0,29,0.95211
GSM7780154_r3_p148,GSM7780154,160,3,8.0,6.0,29,0.9516499
GSM7780153_r3_p68,GSM7780153,160,3,5.0,13.0,29,0.95137584
GSM7780153_r3_p72,GSM7780153,160,3,5.0,17.0,29,0.95118123
GSM7780153_r3_p70,GSM7780153,160,3,5.0,15.0,29,0.9510712
GSM7780153_r3_p66,GSM7780153,160,3,5.0,11.0,29,0.9510342
GSM7780153_r3_p184,GSM7780153,160,3,9.0,13.0,29,0.9506251
GSM7780153_r3_p124,GSM7780153,160,3,7.0,11.0,29,0.9498938
GSM7780153_r3_p125,GSM7780153,160,3,7.0,12.0,29,0.94957197
GSM7780153_r3_p96,GSM7780153,160,3,6.0,12.0,29,0.949223
GSM7780154_r3_p145,GSM7780154,160,3,8.0,3.0,29,0.9483954
GSM7780154_r3_p149,GSM7780154,160,3,8.0,7.0,29,0.94819903
GSM7780153_r3_p153,GSM7780153,160,3,8.0,11.0,29,0.94729996
GSM7780153_r3_p237,GSM7780153,160,3,11.0,8.0,29,0.9465908
GSM7780154_r3_p146,GSM7780154,160,3,8.0,4.0,29,0.9460565
