patch_id,sample_id,resolution_um,radius,center_x,center_y,n_bins,similarity
GSM7780153_r3_p102,GSM7780153,160,3,6.0,18.0,29,0.9767617
GSM7780153_r3_p96,GSM7780153,160,3,6.0,12.0,29,0.97674584
GSM7780153_r3_p124,GSM7780153,160,3,7.0,11.0,29,0.9760206
GSM7780153_r3_p126,GSM7780153,160,3,7.0,13.0,29,0.97594523
GSM7780153_r3_p154,GSM7780153,160,3,8.0,12.0,29,0.97575927
GSM7780154_r3_p149,GSM7780154,160,3,8.0,7.0,29,0.9756781
GSM7780153_r3_p125,GSM7780153,160,3,7.0,12.0,29,0.97449327
GSM7780154_r3_p121,GSM7780154,160,3,7.0,8.0,29,0.97364694
GSM7780153_r3_p0,GSM7780153,160,3,3.0,3.0,29,0.97349113
GSM7780153_r3_p68,GSM7780153,160,3,5.0,13.0,29,0.97217244
GSM7780154_r3_p174,GSM7780154,160,3,9.0,3.0,29,0.97200435
GSM7780153_r3_p127,GSM7780153,160,3,7.0,14.0,29,0.97185653
GSM7780153_r3_p101,GSM7780153,160,3,6.0,17.0,29,0.9716752
GSM7780153_r3_p211,GSM7780153,160,3,10.0,11.0,29,0.9714309
GSM7780153_r3_p67,GSM7780153,160,3,5.0,12.0,29,0.97098655
GSM7780153_r3_p135,GSM7780153,160,3,7.0,22.0,29,0.9709842
GSM7780153_r3_p128,GSM7780153,160,3,7.0,15.0,29,0.97056305
GSM7780153_r3_p155,GSM7780153,160,3,8.0,13.0,29,0.97035015
GSM7780153_r3_p106,GSM7780153,160,3,6.0,22.0,29,0.9703169
GSM7780153_r3_p132,GSM7780153,160,3,7.0,19.0,29,0.9702716
GSM7780154_r3_p179,GSM7780154,160,3,9.0,8.0,29,0.9695598
GSM7780153_r3_p152,GSM7780153,160,3,8.0,10.0,29,0.969237
GSM7780154_r3_p148,GSM7780154,160,3,8.0,6.0,29,0.969195
GSM7780153_r3_p210,GSM7780153,160,3,10.0,10.0,29,0.96913
GSM7780153_r3_p183,GSM7780153,160,3,9.0,12.0,29,0.96909845
GSM7780154_r3_p145,GSM7780154,160,3,8.0,3.0,29,0.9690069
GSM7780153_r3_p95,GSM7780153,160,3,6.0,11.0,29,0.9689526
GSM7780154_r3_p146,GSM7780154,160,3,8.0,4.0,29,0.96893823
GSM7780153_r3_p123,GSM7780153,160,3,7.0,10.0,29,0.9688929
GSM7780153_r3_p70,GSM7780153,160,3,5.0,15.0,29,0.9685194
GSM7780153_r3_p1,GSM7780153,160,3,3.0,4.0,29,0.9684572
GSM7780154_r3_p123,GSM7780154,160,3,7.0,10.0,29,0.96829647
GSM7780153_r3_p98,GSM7780153,160,3,6.0,14.0,29,0.9682908
GSM7780154_r3_p119,GSM7780154,160,3,7.0,6.0,29,0.9680318
