patch_id,sample_id,resolution_um,radius,center_x,center_y,n_bins,similarity
GSM7780153_r5_p1,GSM7780153,160,5,5.0,7.0,81,0.96008265
GSM7780153_r5_p13,GSM7780153,160,5,7.0,5.0,81,0.95825136
GSM7780153_r5_p42,GSM7780153,160,5,11.0,11.0,81,0.9382096
GSM7780153_r5_p0,GSM7780153,160,5,5.0,5.0,81,0.9356547
GSM7780153_r5_p29,GSM7780153,160,5,9.0,11.0,81,0.92446715
GSM7780153_r5_p55,GSM7780153,160,5,13.0,11.0,81,0.92289674
GSM7780153_r5_p78,GSM7780153,160,5,17.0,5.0,78,0.9224317
GSM7780153_r5_p52,GSM7780153,160,5,13.0,5.0,81,0.92104787
GSM7780153_r5_p79,GSM7780153,160,5,17.0,7.0,81,0.9210204
GSM7780153_r5_p92,GSM7780153,160,5,19.0,7.0,81,0.9193444
GSM7780153_r5_p28,GSM7780153,160,5,9.0,9.0,81,0.9179922
GSM7780153_r5_p65,GSM7780153,160,5,15.0,5.0,80,0.9175503
GSM7780153_r5_p67,GSM7780153,160,5,15.0,9.0,81,0.9145677
GSM7780153_r5_p94,GSM7780153,160,5,19.0,11.0,81,0.9136701
GSM7780153_r5_p91,GSM7780153,160,5,19.0,5.0,77,0.91358894
GSM7780153_r5_p15,GSM7780153,160,5,7.0,9.0,81,0.9128774
GSM7780153_r5_p93,GSM7780153,160,5,19.0,9.0,81,0.912044
GSM7780153_r5_p43,GSM7780153,160,5,11.0,13.0,81,0.91051817
GSM7780154_r5_p2,GSM7780154,160,5,5.0,9.0,81,0.9104783
GSM7780153_r5_p39,GSM7780153,160,5,11.0,5.0,81,0.91045314
GSM7780153_r5_p53,GSM7780153,160,5,13.0,7.0,81,0.91022116
GSM7780154_r5_p14,GSM7780154,160,5,7.0,7.0,81,0.9098449
GSM7780153_r5_p40,GSM7780153,160,5,11.0,7.0,81,0.90962094
GSM7780154_r5_p15,GSM7780154,160,5,7.0,9.0,81,0.90598375
GSM7780153_r5_p41,GSM7780153,160,5,11.0,9.0,81,0.90411794
GSM7780154_r5_p31,GSM7780154,160,5,9.0,15.0,81,0.90407765
GSM7780153_r5_p80,GSM7780153,160,5,17.0,9.0,81,0.903103
GSM7780154_r5_p17,GSM7780154,160,5,7.0,13.0,81,0.9014692
GSM7780153_r5_p16,GSM7780153,160,5,7.0,11.0,81,0.9004131
GSM7780153_r5_p24,GSM7780153,160,5,7.0,27.0,81,0.90039384
GSM7780153_r5_p66,GSM7780153,160,5,15.0,7.0,81,0.9003881
GSM7780153_r5_p3,GSM7780153,160,5,5.0,11.0,81,0.8976262
GSM7780154_r5_p3,GSM7780154,160,5,5.0,11.0,81,0.8971462
GSM7780153_r5_p107,GSM7780153,160,5,21.0,11.0,81,0.89678204
GSM7780153_r5_p17,GSM7780153,160,5,7.0,13.0,81,0.89489144
GSM7780153_r5_p18,GSM7780153,160,5,7.0,15.0,81,0.8900191
GSM7780153_r5_p106,GSM7780153,160,5,21.0,9.0,81,0.8880687
GSM7780153_r5_p30,GSM7780153,160,5,9.0,13.0,81,0.88235015
GSM7780153_r5_p21,GSM7780153,160,5,7.0,21.0,81,0.8812121
GSM7780153_r5_p22,GSM7780153,160,5,7.0,23.0,81,0.88072675
GSM7780153_r5_p81,GSM7780153,160,5,17.0,11.0,81,0.88016164
GSM7780153_r5_p4,GSM7780153,160,5,5.0,13.0,81,0.8798871
GSM7780153_r5_p20,GSM7780153,160,5,7.0,19.0,81,0.8751088
GSM7780153_r5_p8,GSM7780153,160,5,5.0,21.0,81,0.8732436
GSM7780153_r5_p14,GSM7780153,160,5,7.0,7.0,81,0.8698535
GSM7780153_r5_p19,GSM7780153,160,5,7.0,17.0,81,0.86704546
GSM7780153_r5_p11,GSM7780153,160,5,5.0,27.0,81,0.8668817
GSM7780154_r5_p13,GSM7780154,160,5,7.0,5.0,81,0.8665446
GSM7780153_r5_p105,GSM7780153,160,5,21.0,7.0,81,0.8657628
GSM7780153_r5_p27,GSM7780153,160,5,9.0,7.0,81,0.8651495
GSM7780153_r5_p10,GSM7780153,160,5,5.0,25.0,81,0.8634688
GSM7780153_r5_p7,GSM7780153,160,5,5.0,19.0,81,0.8627464
GSM7780153_r5_p9,GSM7780153,160,5,5.0,23.0,81,0.8619217
GSM7780154_r5_p28,GSM7780154,160,5,9.0,9.0,81,0.8592852
GSM7780154_r5_p26,GSM7780154,160,5,9.0,5.0,81,0.8584903
GSM7780154_r5_p18,GSM7780154,160,5,7.0,15.0,81,0.8562723
GSM7780153_r5_p5,GSM7780153,160,5,5.0,15.0,81,0.8546358
GSM7780153_r5_p6,GSM7780153,160,5,5.0,17.0,81,0.850449
GSM7780153_r5_p182,GSM7780153,160,5,33.0,5.0,80,0.8493838
GSM7780153_r5_p243,GSM7780153,160,5,41.0,23.0,80,0.8426715
GSM7780154_r5_p1,GSM7780154,160,5,5.0,7.0,81,0.8411556
GSM7780153_r5_p12,GSM7780153,160,5,5.0,29.0,81,0.83508277
GSM7780154_r5_p4,GSM7780154,160,5,5.0,13.0,81,0.833561
GSM7780154_r5_p16,GSM7780154,160,5,7.0,11.0,81,0.830607
GSM7780154_r5_p210,GSM7780154,160,5,37.0,9.0,81,0.8289976
