patch_id,sample_id,resolution_um,radius,center_x,center_y,n_bins,similarity
GSM7780155_r3_p15,GSM7780155,160,3,4.0,9.0,16,0.0
GSM7780155_r3_p14,GSM7780155,160,3,4.0,8.0,17,0.0
GSM7780155_r3_p13,GSM7780155,160,3,4.0,7.0,19,0.0
GSM7780155_r3_p12,GSM7780155,160,3,4.0,6.0,21,0.0
GSM7780155_r3_p11,GSM7780155,160,3,4.0,5.0,20,0.0
GSM7780155_r3_p10,GSM7780155,160,3,4.0,4.0,17,0.0
GSM7780155_r3_p9,GSM7780155,160,3,4.0,3.0,19,0.0
GSM7780155_r3_p8,GSM7780155,160,3,3.0,11.0,11,0.0
GSM7780155_r3_p191,GSM7780155,160,3,12.0,16.0,29,0.0
GSM7780155_r3_p190,GSM7780155,160,3,12.0,15.0,29,0.0
GSM7780155_r3_p189,GSM7780155,160,3,12.0,14.0,29,0.0
GSM7780155_r3_p188,GSM7780155,160,3,12.0,13.0,29,0.0
GSM7780155_r3_p187,GSM7780155,160,3,12.0,12.0,29,0.0
GSM7780155_r3_p186,GSM7780155,160,3,12.0,11.0,29,0.0
GSM7780155_r3_p185,GSM7780155,160,3,12.0,10.0,29,0.0
GSM7780155_r3_p184,GSM7780155,160,3,12.0,9.0,29,0.0
GSM7780155_r3_p183,GSM7780155,160,3,12.0,8.0,28,0.0
GSM7780155_r3_p182,GSM7780155,160,3,12.0,7.0,28,0.0
GSM7780155_r3_p181,GSM7780155,160,3,12.0,6.0,28,0.0
GSM7780155_r3_p180,GSM7780155,160,3,12.0,5.0,28,0.0
GSM7780155_r3_p179,GSM7780155,160,3,12.0,4.0,27,0.0
GSM7780155_r3_p178,GSM7780155,160,3,12.0,3.0,28,0.0
GSM7780155_r3_p177,GSM7780155,160,3,11.0,29.0,18,0.0
GSM7780155_r3_p176,GSM7780155,160,3,11.0,28.0,22,0.0
GSM7780155_r3_p175,GSM7780155,160,3,11.0,27.0,24,0.0
GSM7780155_r3_p174,GSM7780155,160,3,11.0,26.0,27,0.0
GSM7780155_r3_p173,GSM7780155,160,3,11.0,25.0,28,0.0
GSM7780155_r3_p172,GSM7780155,160,3,11.0,24.0,29,0.0
GSM7780155_r3_p171,GSM7780155,160,3,11.0,23.0,29,0.0
GSM7780155_r3_p170,GSM7780155,160,3,11.0,22.0,29,0.0
GSM7780155_r3_p169,GSM7780155,160,3,11.0,21.0,29,0.0
GSM7780155_r3_p168,GSM7780155,160,3,11.0,20.0,29,0.0
GSM7780155_r3_p167,GSM7780155,160,3,11.0,19.0,28,0.0
GSM7780155_r3_p166,GSM7780155,160,3,11.0,18.0,28,0.0
GSM7780155_r3_p165,GSM7780155,160,3,11.0,17.0,28,0.0
GSM7780155_r3_p164,GSM7780155,160,3,11.0,16.0,28,0.0
GSM7780155_r3_p163,GSM7780155,160,3,11.0,15.0,28,0.0
GSM7780155_r3_p162,GSM7780155,160,3,11.0,14.0,29,0.0
GSM7780155_r3_p161,GSM7780155,160,3,11.0,13.0,29,0.0
GSM7780155_r3_p160,GSM7780155,160,3,11.0,12.0,29,0.0
GSM7780155_r3_p159,GSM7780155,160,3,11.0,11.0,29,0.0
GSM7780155_r3_p158,GSM7780155,160,3,11.0,10.0,29,0.0
GSM7780155_r3_p157,GSM7780155,160,3,11.0,9.0,29,0.0
GSM7780155_r3_p156,GSM7780155,160,3,11.0,8.0,28,0.0
GSM7780155_r3_p155,GSM7780155,160,3,11.0,7.0,27,0.0
GSM7780155_r3_p154,GSM7780155,160,3,11.0,6.0,27,0.0
GSM7780155_r3_p153,GSM7780155,160,3,11.0,5.0,26,0.0
GSM7780155_r3_p152,GSM7780155,160,3,11.0,4.0,25,0.0
GSM7780155_r3_p151,GSM7780155,160,3,11.0,3.0,26,0.0
GSM7780155_r3_p150,GSM7780155,160,3,10.0,29.0,13,0.0
GSM7780155_r3_p149,GSM7780155,160,3,10.0,28.0,17,0.0
GSM7780155_r3_p148,GSM7780155,160,3,10.0,27.0,20,0.0
GSM7780155_r3_p147,GSM7780155,160,3,10.0,26.0,22,0.0
GSM7780155_r3_p146,GSM7780155,160,3,10.0,25.0,25,0.0
GSM7780155_r3_p145,GSM7780155,160,3,10.0,24.0,27,0.0
GSM7780155_r3_p144,GSM7780155,160,3,10.0,23.0,28,0.0
GSM7780155_r3_p143,GSM7780155,160,3,10.0,22.0,29,0.0
GSM7780155_r3_p142,GSM7780155,160,3,10.0,21.0,29,0.0
GSM7780155_r3_p141,GSM7780155,160,3,10.0,20.0,29,0.0
GSM7780155_r3_p140,GSM7780155,160,3,10.0,19.0,28,0.0
GSM7780155_r3_p139,GSM7780155,160,3,10.0,18.0,28,0.0
GSM7780155_r3_p138,GSM7780155,160,3,10.0,17.0,28,0.0
GSM7780155_r3_p137,GSM7780155,160,3,10.0,16.0,27,0.0
GSM7780155_r3_p136,GSM7780155,160,3,10.0,15.0,27,0.0
GSM7780155_r3_p135,GSM7780155,160,3,10.0,14.0,28,0.0
GSM7780155_r3_p134,GSM7780155,160,3,10.0,13.0,28,0.0
GSM7780155_r3_p133,GSM7780155,160,3,10.0,12.0,28,0.0
GSM7780155_r3_p132,GSM7780155,160,3,10.0,11.0,29,0.0
GSM7780155_r3_p131,GSM7780155,160,3,10.0,10.0,29,0.0
GSM7780155_r3_p130,GSM7780155,160,3,10.0,9.0,27,0.0
GSM7780155_r3_p129,GSM7780155,160,3,10.0,8.0,27,0.0
GSM7780155_r3_p128,GSM7780155,160,3,10.0,7.0,26,0.0
GSM7780155_r3_p127,GSM7780155,160,3,10.0,6.0,26,0.0
GSM7780155_r3_p126,GSM7780155,160,3,10.0,5.0,25,0.0
GSM7780155_r3_p125,GSM7780155,160,3,10.0,4.0,25,0.0
GSM7780155_r3_p124,GSM7780155,160,3,10.0,3.0,25,0.0
GSM7780155_r3_p123,GSM7780155,160,3,9.0,28.0,12,0.0
GSM7780155_r3_p122,GSM7780155,160,3,9.0,27.0,14,0.0
GSM7780155_r3_p121,GSM7780155,160,3,9.0,26.0,18,0.0
GSM7780155_r3_p120,GSM7780155,160,3,9.0,25.0,21,0.0
GSM7780155_r3_p119,GSM7780155,160,3,9.0,24.0,24,0.0
GSM7780155_r3_p118,GSM7780155,160,3,9.0,23.0,26,0.0
GSM7780155_r3_p117,GSM7780155,160,3,9.0,22.0,28,0.0
GSM7780155_r3_p116,GSM7780155,160,3,9.0,21.0,28,0.0
GSM7780155_r3_p115,GSM7780155,160,3,9.0,20.0,27,0.0
GSM7780155_r3_p114,GSM7780155,160,3,9.0,19.0,27,0.0
GSM7780155_r3_p113,GSM7780155,160,3,9.0,18.0,26,0.0
GSM7780155_r3_p112,GSM7780155,160,3,9.0,17.0,26,0.0
GSM7780155_r3_p111,GSM7780155,160,3,9.0,16.0,25,0.0
GSM7780155_r3_p110,GSM7780155,160,3,9.0,15.0,24,0.0
GSM7780155_r3_p109,GSM7780155,160,3,9.0,14.0,22,0.0
GSM7780155_r3_p108,GSM7780155,160,3,9.0,13.0,24,0.0
GSM7780155_r3_p107,GSM7780155,160,3,9.0,12.0,25,0.0
GSM7780155_r3_p106,GSM7780155,160,3,9.0,11.0,26,0.0
GSM7780155_r3_p105,GSM7780155,160,3,9.0,10.0,27,0.0
GSM7780155_r3_p104,GSM7780155,160,3,9.0,9.0,26,0.0
GSM7780155_r3_p103,GSM7780155,160,3,9.0,8.0,26,0.0
GSM7780155_r3_p102,GSM7780155,160,3,9.0,7.0,25,0.0
GSM7780155_r3_p101,GSM7780155,160,3,9.0,6.0,24,0.0
GSM7780155_r3_p100,GSM7780155,160,3,9.0,5.0,23,0.0
