patch_id,sample_id,resolution_um,radius,center_x,center_y,n_bins,similarity
GSM7780154_r3_p215,GSM7780154,160,3,10.0,15.0,29,0.7389869
GSM7780154_r3_p153,GSM7780154,160,3,8.0,11.0,29,0.72630334
GSM7780153_r3_p106,GSM7780153,160,3,6.0,22.0,29,0.72062075
GSM7780154_r3_p93,GSM7780154,160,3,6.0,9.0,29,0.7178544
GSM7780153_r3_p46,GSM7780153,160,3,4.0,20.0,29,0.708377
GSM7780154_r3_p182,GSM7780154,160,3,9.0,11.0,29,0.69634646
GSM7780154_r3_p124,GSM7780154,160,3,7.0,11.0,29,0.6947803
GSM7780153_r3_p168,GSM7780153,160,3,8.0,26.0,29,0.6909852
GSM7780153_r3_p48,GSM7780153,160,3,4.0,22.0,29,0.6871368
GSM7780153_r3_p524,GSM7780153,160,3,21.0,5.0,29,0.6765847
GSM7780153_r3_p77,GSM7780153,160,3,5.0,22.0,29,0.67576927
GSM7780153_r3_p500,GSM7780153,160,3,20.0,10.0,29,0.67232126
GSM7780154_r3_p246,GSM7780154,160,3,11.0,17.0,29,0.6646271
GSM7780153_r3_p440,GSM7780153,160,3,18.0,8.0,29,0.66131765
GSM7780153_r3_p133,GSM7780153,160,3,7.0,20.0,29,0.65659285
GSM7780153_r3_p112,GSM7780153,160,3,6.0,28.0,29,0.6499809
GSM7780154_r3_p180,GSM7780154,160,3,9.0,9.0,29,0.6491108
GSM7780153_r3_p903,GSM7780153,160,3,34.0,7.0,29,0.6421587
GSM7780153_r3_p111,GSM7780153,160,3,6.0,27.0,29,0.6410398
GSM7780154_r3_p211,GSM7780154,160,3,10.0,11.0,29,0.63715434
GSM7780153_r3_p165,GSM7780153,160,3,8.0,23.0,29,0.63507736
GSM7780153_r3_p296,GSM7780153,160,3,13.0,9.0,29,0.6342231
GSM7780153_r3_p132,GSM7780153,160,3,7.0,19.0,29,0.62338465
GSM7780153_r3_p147,GSM7780153,160,3,8.0,5.0,29,0.62162423
GSM7780154_r3_p97,GSM7780154,160,3,6.0,13.0,29,0.620282
GSM7780153_r3_p553,GSM7780153,160,3,22.0,5.0,29,0.6189896
GSM7780153_r3_p155,GSM7780153,160,3,8.0,13.0,29,0.6150483
GSM7780154_r3_p158,GSM7780154,160,3,8.0,16.0,29,0.6149492
GSM7780154_r3_p220,GSM7780154,160,3,10.0,20.0,29,0.61236703
GSM7780153_r3_p67,GSM7780153,160,3,5.0,12.0,29,0.6123357
GSM7780154_r3_p178,GSM7780154,160,3,9.0,7.0,29,0.61145824
GSM7780153_r3_p1126,GSM7780153,160,3,41.0,27.0,28,0.60939664
GSM7780154_r3_p37,GSM7780154,160,3,4.0,11.0,29,0.6074966
GSM7780154_r3_p35,GSM7780154,160,3,4.0,9.0,29,0.6072009
GSM7780153_r3_p210,GSM7780153,160,3,10.0,10.0,29,0.6069466
GSM7780154_r3_p1143,GSM7780154,160,3,42.0,15.0,29,0.6059931
GSM7780154_r3_p91,GSM7780154,160,3,6.0,7.0,29,0.6037481
GSM7780153_r3_p154,GSM7780153,160,3,8.0,12.0,29,0.6026016
GSM7780153_r3_p327,GSM7780153,160,3,14.0,11.0,29,0.6007973
GSM7780153_r3_p200,GSM7780153,160,3,9.0,29.0,29,0.60013604
GSM7780153_r3_p1097,GSM7780153,160,3,40.0,27.0,28,0.59542906
GSM7780154_r3_p122,GSM7780154,160,3,7.0,9.0,29,0.5947792
GSM7780153_r3_p471,GSM7780153,160,3,19.0,10.0,29,0.5946972
GSM7780154_r3_p95,GSM7780154,160,3,6.0,11.0,29,0.58957577
