patch_id,sample_id,resolution_um,radius,center_x,center_y,n_bins,similarity
GSM7780153_r3_p33,GSM7780153,160,3,4.0,7.0,29,0.929558
GSM7780153_r3_p142,GSM7780153,160,3,7.0,29.0,29,0.9291352
GSM7780153_r3_p844,GSM7780153,160,3,32.0,6.0,29,0.92879575
GSM7780153_r3_p100,GSM7780153,160,3,6.0,16.0,29,0.9276635
GSM7780154_r3_p179,GSM7780154,160,3,9.0,8.0,29,0.9268478
GSM7780153_r3_p873,GSM7780153,160,3,33.0,6.0,29,0.9267285
GSM7780153_r3_p213,GSM7780153,160,3,10.0,13.0,29,0.9259634
GSM7780153_r3_p169,GSM7780153,160,3,8.0,27.0,29,0.925896
GSM7780153_r3_p38,GSM7780153,160,3,4.0,12.0,29,0.92560637
GSM7780154_r3_p218,GSM7780154,160,3,10.0,18.0,29,0.92534506
GSM7780153_r3_p96,GSM7780153,160,3,6.0,12.0,29,0.924818
GSM7780153_r3_p211,GSM7780153,160,3,10.0,11.0,29,0.9247886
GSM7780153_r3_p172,GSM7780153,160,3,8.0,30.0,29,0.9242482
GSM7780153_r3_p171,GSM7780153,160,3,8.0,29.0,29,0.9242046
GSM7780154_r3_p934,GSM7780154,160,3,35.0,9.0,29,0.92390096
GSM7780153_r3_p123,GSM7780153,160,3,7.0,10.0,29,0.92339563
GSM7780153_r3_p90,GSM7780153,160,3,6.0,6.0,29,0.9230409
GSM7780153_r3_p526,GSM7780153,160,3,21.0,7.0,29,0.92299056
GSM7780153_r3_p2,GSM7780153,160,3,3.0,5.0,29,0.92286867
GSM7780153_r3_p59,GSM7780153,160,3,5.0,4.0,29,0.9227545
GSM7780154_r3_p175,GSM7780154,160,3,9.0,4.0,29,0.9226076
GSM7780153_r3_p527,GSM7780153,160,3,21.0,8.0,29,0.9223223
GSM7780153_r3_p95,GSM7780153,160,3,6.0,11.0,29,0.9220588
GSM7780153_r3_p473,GSM7780153,160,3,19.0,12.0,29,0.92173797
GSM7780154_r3_p219,GSM7780154,160,3,10.0,19.0,29,0.9205059
GSM7780154_r3_p217,GSM7780154,160,3,10.0,17.0,29,0.92016286
GSM7780154_r3_p64,GSM7780154,160,3,5.0,9.0,29,0.9198384
GSM7780154_r3_p58,GSM7780154,160,3,5.0,3.0,29,0.91967577
GSM7780153_r3_p124,GSM7780153,160,3,7.0,11.0,29,0.91918576
GSM7780154_r3_p211,GSM7780154,160,3,10.0,11.0,29,0.91907585
GSM7780153_r3_p233,GSM7780153,160,3,11.0,4.0,29,0.9189209
GSM7780153_r3_p113,GSM7780153,160,3,6.0,29.0,29,0.9188192
GSM7780154_r3_p122,GSM7780154,160,3,7.0,9.0,29,0.9187762
GSM7780153_r3_p140,GSM7780153,160,3,7.0,27.0,29,0.9186013
GSM7780154_r3_p177,GSM7780154,160,3,9.0,6.0,29,0.918435
GSM7780153_r3_p131,GSM7780153,160,3,7.0,18.0,29,0.91799295
GSM7780153_r3_p236,GSM7780153,160,3,11.0,7.0,29,0.9179626
GSM7780154_r3_p216,GSM7780154,160,3,10.0,16.0,29,0.9179189
GSM7780153_r3_p9,GSM7780153,160,3,3.0,12.0,29,0.91764796
GSM7780153_r3_p498,GSM7780153,160,3,20.0,8.0,29,0.91750026
GSM7780153_r3_p162,GSM7780153,160,3,8.0,20.0,29,0.91733027
GSM7780154_r3_p147,GSM7780154,160,3,8.0,5.0,29,0.91700655
GSM7780153_r3_p265,GSM7780153,160,3,12.0,7.0,29,0.9165859
GSM7780153_r3_p125,GSM7780153,160,3,7.0,12.0,29,0.91637605
GSM7780153_r3_p240,GSM7780153,160,3,11.0,11.0,29,0.91615653
GSM7780153_r3_p118,GSM7780153,160,3,7.0,5.0,29,0.9154293
GSM7780153_r3_p61,GSM7780153,160,3,5.0,6.0,29,0.9152219
GSM7780153_r3_p531,GSM7780153,160,3,21.0,12.0,29,0.9150816
GSM7780153_r3_p497,GSM7780153,160,3,20.0,7.0,29,0.9149786
GSM7780153_r3_p183,GSM7780153,160,3,9.0,12.0,29,0.914914
GSM7780153_r3_p872,GSM7780153,160,3,33.0,5.0,29,0.9146326
GSM7780154_r3_p65,GSM7780154,160,3,5.0,10.0,29,0.9142864
GSM7780153_r3_p469,GSM7780153,160,3,19.0,8.0,29,0.9142295
GSM7780153_r3_p262,GSM7780153,160,3,12.0,4.0,29,0.9139039
GSM7780153_r3_p112,GSM7780153,160,3,6.0,28.0,29,0.91356957
GSM7780153_r3_p496,GSM7780153,160,3,20.0,6.0,29,0.91344506
GSM7780153_r3_p472,GSM7780153,160,3,19.0,11.0,29,0.9131583
GSM7780153_r3_p40,GSM7780153,160,3,4.0,14.0,29,0.9130205
GSM7780153_r3_p11,GSM7780153,160,3,3.0,14.0,29,0.9128313
GSM7780153_r3_p108,GSM7780153,160,3,6.0,24.0,29,0.912436
GSM7780153_r3_p39,GSM7780153,160,3,4.0,13.0,29,0.91218346
GSM7780153_r3_p467,GSM7780153,160,3,19.0,6.0,29,0.9118588
GSM7780154_r3_p120,GSM7780154,160,3,7.0,7.0,29,0.9117197
GSM7780153_r3_p158,GSM7780153,160,3,8.0,16.0,29,0.911713
GSM7780153_r3_p18,GSM7780153,160,3,3.0,21.0,29,0.91169685
GSM7780153_r3_p241,GSM7780153,160,3,11.0,12.0,29,0.9116709
GSM7780154_r3_p121,GSM7780154,160,3,7.0,8.0,29,0.91133785
GSM7780154_r3_p189,GSM7780154,160,3,9.0,18.0,29,0.91109073
GSM7780153_r3_p530,GSM7780153,160,3,21.0,11.0,29,0.91067547
