patch_id,sample_id,resolution_um,radius,center_x,center_y,n_bins,similarity
GSM7780154_r8_p31,GSM7780154,160,8,32.0,12.0,197,0.06166643
GSM7780153_r8_p32,GSM7780153,160,8,32.0,16.0,197,-0.015059615
GSM7780153_r8_p28,GSM7780153,160,8,28.0,20.0,197,-0.047721762
GSM7780154_r8_p10,GSM7780154,160,8,16.0,8.0,197,-0.060654826
GSM7780153_r8_p25,GSM7780153,160,8,28.0,8.0,196,-0.10059337
GSM7780153_r8_p9,GSM7780153,160,8,12.0,24.0,197,-0.11485789
GSM7780153_r8_p13,GSM7780153,160,8,16.0,20.0,197,-0.13822062
GSM7780154_r8_p8,GSM7780154,160,8,12.0,20.0,196,-0.17911732
GSM7780154_r8_p25,GSM7780154,160,8,28.0,8.0,197,-0.1827513
GSM7780153_r8_p29,GSM7780153,160,8,28.0,24.0,197,-0.20109299
GSM7780154_r8_p26,GSM7780154,160,8,28.0,12.0,197,-0.21111046
GSM7780153_r8_p22,GSM7780153,160,8,24.0,16.0,197,-0.2571268
GSM7780154_r8_p15,GSM7780154,160,8,20.0,8.0,197,-0.2664732
GSM7780153_r8_p23,GSM7780153,160,8,24.0,20.0,197,-0.27383384
GSM7780153_r8_p18,GSM7780153,160,8,20.0,20.0,197,-0.29130307
GSM7780153_r8_p36,GSM7780153,160,8,36.0,12.0,197,-0.30342835
GSM7780153_r8_p24,GSM7780153,160,8,24.0,24.0,197,-0.32034653
GSM7780154_r8_p20,GSM7780154,160,8,24.0,8.0,197,-0.32112682
GSM7780154_r8_p37,GSM7780154,160,8,36.0,16.0,197,-0.41896063
GSM7780153_r8_p26,GSM7780153,160,8,28.0,12.0,197,-0.44553536
GSM7780154_r8_p4,GSM7780154,160,8,8.0,24.0,196,-0.45027846
GSM7780153_r8_p31,GSM7780153,160,8,32.0,12.0,197,-0.4581661
GSM7780154_r8_p11,GSM7780154,160,8,16.0,12.0,197,-0.4614736
GSM7780153_r8_p27,GSM7780153,160,8,28.0,16.0,197,-0.47143847
GSM7780154_r8_p21,GSM7780154,160,8,24.0,12.0,197,-0.5104831
GSM7780153_r8_p19,GSM7780153,160,8,20.0,24.0,197,-0.5795134
GSM7780153_r8_p14,GSM7780153,160,8,16.0,24.0,197,-0.604488
GSM7780154_r8_p16,GSM7780154,160,8,20.0,12.0,197,-0.60939527
GSM7780155_r8_p18,GSM7780155,160,8,20.0,20.0,189,-0.61383015
GSM7780155_r8_p19,GSM7780155,160,8,20.0,24.0,176,-0.616732
GSM7780155_r8_p6,GSM7780155,160,8,12.0,12.0,176,-0.62339854
GSM7780155_r8_p12,GSM7780155,160,8,16.0,16.0,196,-0.65724826
GSM7780155_r8_p11,GSM7780155,160,8,16.0,12.0,191,-0.66327727
GSM7780154_r8_p32,GSM7780154,160,8,32.0,16.0,197,-0.66495186
GSM7780155_r8_p14,GSM7780155,160,8,16.0,24.0,172,-0.6667685
GSM7780155_r8_p4,GSM7780155,160,8,8.0,24.0,104,-0.66780424
GSM7780155_r8_p13,GSM7780155,160,8,16.0,20.0,192,-0.67133015
GSM7780155_r8_p37,GSM7780155,160,8,36.0,16.0,116,-0.67733556
GSM7780155_r8_p3,GSM7780155,160,8,8.0,20.0,122,-0.68136436
GSM7780155_r8_p23,GSM7780155,160,8,24.0,20.0,191,-0.68613106
GSM7780155_r8_p5,GSM7780155,160,8,12.0,8.0,173,-0.693604
GSM7780155_r8_p10,GSM7780155,160,8,16.0,8.0,184,-0.6961158
GSM7780155_r8_p7,GSM7780155,160,8,12.0,16.0,177,-0.705913
GSM7780155_r8_p9,GSM7780155,160,8,12.0,24.0,147,-0.70618105
GSM7780155_r8_p24,GSM7780155,160,8,24.0,24.0,182,-0.70935327
GSM7780154_r8_p9,GSM7780154,160,8,12.0,24.0,195,-0.7101418
GSM7780155_r8_p17,GSM7780155,160,8,20.0,16.0,191,-0.7117841
GSM7780155_r8_p8,GSM7780155,160,8,12.0,20.0,173,-0.72063816
GSM7780155_r8_p36,GSM7780155,160,8,36.0,12.0,111,-0.72559696
GSM7780155_r8_p1,GSM7780155,160,8,8.0,12.0,141,-0.72586316
GSM7780155_r8_p28,GSM7780155,160,8,28.0,20.0,176,-0.72697604
GSM7780154_r8_p12,GSM7780154,160,8,16.0,16.0,197,-0.728152
GSM7780155_r8_p33,GSM7780155,160,8,32.0,20.0,156,-0.7291169
GSM7780155_r8_p29,GSM7780155,160,8,28.0,24.0,180,-0.7291796
GSM7780155_r8_p38,GSM7780155,160,8,36.0,20.0,138,-0.74007857
GSM7780155_r8_p0,GSM7780155,160,8,8.0,8.0,149,-0.7424546
GSM7780155_r8_p2,GSM7780155,160,8,8.0,16.0,130,-0.7437294
GSM7780154_r8_p13,GSM7780154,160,8,16.0,20.0,196,-0.7484084
GSM7780155_r8_p27,GSM7780155,160,8,28.0,16.0,170,-0.74936664
GSM7780155_r8_p16,GSM7780155,160,8,20.0,12.0,186,-0.7500736
GSM7780155_r8_p32,GSM7780155,160,8,32.0,16.0,151,-0.75103
GSM7780155_r8_p35,GSM7780155,160,8,36.0,8.0,97,-0.75804573
GSM7780154_r8_p33,GSM7780154,160,8,32.0,20.0,196,-0.77240187
GSM7780155_r8_p39,GSM7780155,160,8,36.0,24.0,149,-0.77454174
GSM7780155_r8_p34,GSM7780155,160,8,32.0,24.0,166,-0.7772407
GSM7780154_r8_p38,GSM7780154,160,8,36.0,20.0,196,-0.7797898
